DNR Peat Inventory ID #,Depthnum,Top Depth (cm),Bottom Depth (cm),Degree of Decomposition,Botanical Origin,Classification,Uniq_id
LOTW-3515722-446,2,135.0,,B,,ls,21471
LOTW-3515725-447,1,0.0,210.0,H4/H5,,Hemic,21472
LOTW-3515725-447,2,210.0,,B,,cl,21473
LOTW-3515726-769,1,0.0,105.0,H5,RS,Hemic,21474
LOTW-3515726-769,2,105.0,120.0,H7,,Sapric,21475
LOTW-3515726-769,3,120.0,,B,,sil,21476
LOTW-3515728-442,1,0.0,90.0,H4,RS,Hemic,21477
LOTW-3515728-442,2,90.0,150.0,H5,RS,Hemic,21478
LOTW-3515728-442,3,150.0,,B,,cl,21479
LOTW-3515732-443,1,0.0,90.0,H3,RS,Fibric,21480
LOTW-3515732-443,2,90.0,150.0,H4,RS,Hemic,21481
LOTW-3515732-443,3,150.0,180.0,H5,RS,Hemic,21482
LOTW-3515732-443,4,180.0,,B,,l,21483
LOTW-3515804-782,1,0.0,105.0,H4,RS,Hemic,21484
LOTW-3515804-782,2,105.0,120.0,H7,,Sapric,21485
LOTW-3515804-782,3,120.0,,B,,l,21486
LOTW-3515804-783,1,0.0,390.0,H5,RS,Hemic,21487
LOTW-3515804-783,2,390.0,510.0,H8,,Sapric,21488
LOTW-3515804-783,3,510.0,,B,,fs,21489
LOTW-3515804-784,1,0.0,120.0,H3,RS/M,Fibric,21490
LOTW-3515804-784,2,120.0,330.0,H5,RS,Hemic,21491
LOTW-3515804-784,3,330.0,420.0,H7,,Sapric,21492
LOTW-3515804-784,4,420.0,,B,,vfsl,21493
LOTW-3515806-484,1,0.0,135.0,H3,RS,Fibric,21494
LOTW-3515806-484,2,135.0,300.0,H4,RS,Hemic,21495
LOTW-3515806-484,3,300.0,375.0,H6,,Hemic,21496
LOTW-3515806-484,4,375.0,,B,,fs,21497
LOTW-3515806-786,1,0.0,240.0,H4,RS,Hemic,21498
LOTW-3515806-786,2,240.0,270.0,H7,,Sapric,21499
LOTW-3515806-786,3,270.0,,B,,cos,21500
LOTW-3515806-792,1,0.0,120.0,H4,RS,Hemic,21501
LOTW-3515806-792,2,120.0,360.0,B?,,Limnic? w/peat & snails,21502
LOTW-3515806-792,3,360.0,,,,Min.soil,21503
LOTW-3515807-781,1,0.0,120.0,H4,RS,Hemic,21504
LOTW-3515807-781,2,120.0,,B,,ms,21505
LOTW-3515808-483,1,0.0,300.0,H4,RS,Hemic,21506
LOTW-3515808-483,2,300.0,315.0,H7,,Sapric,21507
LOTW-3515808-483,3,315.0,,B,,s,21508
LOTW-3515809-480,1,0.0,255.0,H4,RS,Hemic,21509
LOTW-3515809-480,2,255.0,270.0,H5,RS,Hemic,21510
LOTW-3515809-480,3,270.0,,B,,s,21511
LOTW-3515809-481,1,0.0,30.0,H3,RS,Fibric,21512
LOTW-3515809-481,2,30.0,150.0,H4,RS,Hemic,21513
LOTW-3515809-481,3,150.0,210.0,H5,RS,Hemic,21514
LOTW-3515809-481,4,210.0,,B,,ls,21515
LOTW-3515813-510,1,0.0,75.0,,,Hemic,21516
LOTW-3515813-510,2,75.0,,B,,s,21517
LOTW-3515816-451,1,0.0,210.0,H5,RS,Hemic,21518
LOTW-3515816-451,2,210.0,,B,,sl,21519
LOTW-3515817-482,1,0.0,120.0,H4,RS,Hemic,21520
LOTW-3515817-482,2,120.0,,B,,ls,21521
LOTW-3515823-452,1,0.0,180.0,H5,RS,Hemic,21522
LOTW-3515823-452,2,180.0,225.0,H7,,Sapric,21523
LOTW-3515823-452,3,225.0,,B,,ls,21524
LOTW-3515825-453,1,0.0,30.0,H3,RS,Fibric,21525
LOTW-3515825-453,2,30.0,270.0,H4,RS,Hemic,21526
LOTW-3515825-453,3,270.0,,B,,sil,21527
LOTW-3515911-479,1,0.0,45.0,H6,RS,Hemic,21528
LOTW-3515911-479,2,45.0,,B,,s,21529
LOTW-3515911-513,1,0.0,90.0,H6,RS,Hemic,21530
LOTW-3515911-513,2,90.0,,B,,s,21531
LOTW-3515913-512,1,0.0,30.0,H6,RS,Hemic,21532
LOTW-3515913-512,2,30.0,75.0,H7,RS,Sapric,21533
LOTW-3515913-512,3,75.0,,B,,s,21534
LOTW-3515914-511,1,0.0,90.0,H4,M,Hemic,21535
LOTW-3515914-511,2,90.0,120.0,H5,M,Hemic,21536
LOTW-3515914-511,3,120.0,,B,,sl,21537
LOTW-3515931-787,1,0.0,150.0,H4,RS,Hemic,21538
LOTW-3515931-787,2,150.0,240.0,H6,RS,Hemic,21539
LOTW-3515931-787,3,240.0,285.0,H7,,Sapric,21540
LOTW-3515931-787,4,285.0,,B,,lfs,21541
LOTW-3515931-788,1,0.0,240.0,H4,RS,Hemic,21542
LOTW-3515931-788,2,240.0,270.0,H7,,Sapric,21543
LOTW-3515931-788,3,270.0,,B,,sil,21544
LOTW-3515932-785,1,0.0,75.0,,,Frost - no samples collected,21545
LOTW-3515932-785,2,75.0,90.0,,,Peat,21546
LOTW-3515932-785,3,90.0,,B,,Min.soil,21547
LOTW-3516001-469,1,0.0,120.0,H4,RS,Hemic,21548
LOTW-3516001-469,2,120.0,180.0,H5,RS,Hemic,21549
LOTW-3516001-469,3,180.0,255.0,H6,RS,Hemic,21550
LOTW-3516001-469,4,255.0,,B,,sil,21551
LOTW-3516004-765,1,0.0,300.0,H4,RS,Hemic,21552
LOTW-3516004-765,2,300.0,315.0,H7,,Sapric,21553
LOTW-3516004-765,3,315.0,,B,,sil w/pebbles,21554
LOTW-3516005-474,1,0.0,270.0,H4/H5,RS,Hemic,21555
LOTW-3516005-474,2,270.0,,B,,sil,21556
LOTW-3516007-475,1,0.0,120.0,H5,RS,Hemic,21557
LOTW-3516007-475,2,120.0,195.0,H4,RS,Hemic,21558
LOTW-3516007-475,3,195.0,,B,,l,21559
LOTW-3516010-472,1,0.0,60.0,H4,RS,Hemic,21560
LOTW-3516010-472,2,60.0,150.0,H5,RS,Hemic,21561
LOTW-3516010-472,3,150.0,180.0,H6,RS,Hemic,21562
LOTW-3516010-472,4,180.0,,B,,sil,21563
LOTW-3516010-804,1,0.0,90.0,H6,RS,Hemic,21564
LOTW-3516010-804,2,90.0,180.0,H7,,Sapric,21565
LOTW-3516010-804,3,180.0,,B,,ms-cos,21566
LOTW-3516011-471,1,0.0,165.0,H4,RS,Hemic,21567
LOTW-3516011-471,2,165.0,,B,,lfs,21568
LOTW-3516013-470,1,0.0,60.0,H3,RS,Fibric,21569
LOTW-3516013-470,2,60.0,90.0,H4,RS,Hemic,21570
LOTW-3516013-470,3,90.0,135.0,H6,RS,Hemic,21571
LOTW-3516013-470,4,135.0,,B,,ms,21572
LOTW-3516013-803,1,0.0,105.0,,,Peat,21573
LOTW-3516013-803,2,105.0,,B,,vfs,21574
LOTW-3516022-805,1,0.0,105.0,H7,,Sapric,21575
LOTW-3516022-805,2,105.0,,B,,vfs,21576
LOTW-3516028-507,1,0.0,75.0,H6,,Hemic,21577
LOTW-3516028-507,2,75.0,,B,,s,21578
LOTW-3615903-492,1,0.0,60.0,H4,RS,Hemic,21579
LOTW-3615903-492,2,60.0,180.0,H5,RS,Hemic,21580
LOTW-3615903-492,3,180.0,240.0,H4,RS,Hemic,21581
LOTW-3615903-492,4,240.0,300.0,H7,,Sapric,21582
LOTW-3615903-492,5,300.0,,B,,sil,21583
LOTW-3615903-493,1,0.0,30.0,H3,RS,Fibric,21584
LOTW-3615903-493,2,30.0,210.0,H4,RS,Hemic,21585
LOTW-3615903-493,3,210.0,270.0,H5,RS,Hemic,21586
LOTW-3615903-493,4,270.0,285.0,H6,RS,Hemic,21587
LOTW-3615903-493,5,285.0,300.0,H8,,Sapric,21588
LOTW-3615903-493,6,300.0,,B,,sil,21589
LOTW-3615905-494,1,0.0,240.0,H4/H5,RS,Hemic,21590
LOTW-3615905-494,2,240.0,255.0,H6,RS,Hemic,21591
LOTW-3615905-494,3,255.0,285.0,H7,,Sapric,21592
LOTW-3615905-494,4,285.0,,B,,vfs,21593
LOTW-3615925-789,1,0.0,180.0,H4,RS,Hemic,21594
LOTW-3615925-789,2,180.0,330.0,H5,RS,Hemic,21595
LOTW-3615925-789,3,330.0,,B,,vfsl,21596
LOTW-3615926-790,1,0.0,120.0,H3,RS,Fibric,21597
LOTW-3615926-790,2,120.0,330.0,H4,RS,Hemic,21598
LOTW-3615926-790,3,330.0,375.0,H8,,Sapric,21599
LOTW-3615926-790,4,375.0,,B,,Min.soil,21600
LOTW-3615927-775,1,0.0,360.0,H3,RS,Fibric,21601
LOTW-3615927-775,2,360.0,465.0,H4,RS,Hemic,21602
LOTW-3615927-775,3,465.0,480.0,H7,,Sapric,21603
LOTW-3615927-775,4,480.0,,B,,fsl,21604
LOTW-3615928-774,1,0.0,270.0,H4,RS,Hemic,21605
LOTW-3615928-774,2,270.0,280.0,H7,,Sapric,21606
LOTW-3615928-774,3,280.0,,B,,fsl,21607
LOTW-3615932-490,1,0.0,45.0,H6,RS,Hemic,21608
LOTW-3615932-490,2,45.0,120.0,H7,,Sapric,21609
LOTW-3615932-490,3,120.0,,B,,sl,21610
LOTW-3615933-489,1,0.0,240.0,H4,RS,Hemic,21611
LOTW-3615933-489,2,240.0,300.0,H5,RS,Hemic,21612
LOTW-3615933-489,3,300.0,435.0,H6,,Hemic,21613
LOTW-3615933-489,4,435.0,450.0,H7,,Sapric,21614
LOTW-3615933-489,5,450.0,,B,,Min.soil,21615
LOTW-3615934-487,1,0.0,180.0,H4,RS,Hemic,21616
LOTW-3615934-487,2,180.0,255.0,H5,RS,Hemic,21617
LOTW-3615934-487,3,255.0,270.0,H7,,Sapric,21618
LOTW-3615934-487,4,270.0,330.0,H6,RS,Hemic,21619
LOTW-3615934-487,5,330.0,375.0,H7,,Sapric,21620
LOTW-3615934-487,6,375.0,,B,,sil,21621
LOTW-3615934-776,1,0.0,300.0,H3,RS,Fibric,21622
LOTW-3615934-776,2,300.0,360.0,H4,RS,Hemic,21623
LOTW-3615934-776,3,360.0,390.0,H7,,Sapric,21624
LOTW-3615934-776,4,390.0,,B,,vfsl,21625
LOTW-3615934-777,1,0.0,120.0,H8,,Sapric,21626
LOTW-3615934-777,2,120.0,,B,,fs,21627
LOTW-3615935-791,1,0.0,270.0,H5,,Hemic,21628
LOTW-3615935-791,2,270.0,390.0,H6,,Hemic,21629
LOTW-3615935-791,3,390.0,,B,,vfsl,21630
LOTW-3615936-486,1,0.0,30.0,H3,,Fibric,21631
LOTW-3615936-486,2,30.0,120.0,H4,RS,Hemic,21632
LOTW-3615936-486,3,120.0,330.0,H5,RS,Hemic,21633
LOTW-3615936-486,4,330.0,390.0,H6,,Hemic,21634
LOTW-3615936-486,5,390.0,,B,,Min.soil,21635
LOTW-3616001-763,1,0.0,90.0,,,Frost - no samples collected,21636
LOTW-3616001-763,2,90.0,165.0,H4,RS,Hemic,21637
LOTW-3616001-763,3,165.0,,B,,sil,21638
LOTW-3616003-503,1,0.0,180.0,H4/H5,RS,Hemic,21639
LOTW-3616003-503,2,180.0,240.0,H6,RS,Hemic,21640
LOTW-3616003-503,3,240.0,,B,,s,21641
LOTW-3616009-497,1,0.0,90.0,H5,RS,Hemic,21642
LOTW-3616009-497,2,90.0,165.0,H6,RS,Hemic,21643
LOTW-3616009-497,3,165.0,180.0,H8,,Sapric,21644
LOTW-3616009-497,4,180.0,,B,,si,21645
LOTW-3616010-504,1,0.0,120.0,H4,RS,Hemic,21646
LOTW-3616010-504,2,120.0,210.0,H5,RS,Hemic,21647
LOTW-3616010-504,3,210.0,270.0,H6,RS,Hemic,21648
LOTW-3616010-504,4,270.0,315.0,H7,,Sapric,21649
LOTW-3616010-504,5,315.0,360.0,H8,,Sapric,21650
LOTW-3616010-504,6,360.0,,B,,sicl,21651
LOTW-3616011-476,1,0.0,120.0,H4,RS,Hemic,21652
LOTW-3616011-476,2,120.0,195.0,H5,RS,Hemic,21653
LOTW-3616011-476,3,195.0,240.0,H7,,Sapric,21654
LOTW-3616011-476,4,240.0,,B,,fs,21655
LOTW-3616014-506,1,0.0,90.0,H6,RS,Hemic,21656
LOTW-3616014-506,2,90.0,,B,,sl,21657
LOTW-3616015-505,1,0.0,150.0,H5,RS,Hemic,21658
LOTW-3616015-505,2,150.0,240.0,H6,RS,Hemic,21659
LOTW-3616015-505,3,240.0,270.0,H7,,Sapric,21660
LOTW-3616015-505,4,270.0,,B,,s,21661
LOTW-3616017-496,1,0.0,90.0,H6,RS/WF,Hemic,21662
LOTW-3616017-496,2,90.0,165.0,H6,RS,Hemic,21663
LOTW-3616017-496,3,165.0,180.0,H7,,Sapric,21664
LOTW-3616017-496,4,180.0,,B,,l,21665
LOTW-3616027-761,1,0.0,210.0,H4,RS,Hemic,21666
LOTW-3616027-761,2,210.0,,B,,sl,21667
LOTW-3616033-495,1,0.0,90.0,H6,RS,Hemic,21668
LOTW-3616033-495,2,90.0,180.0,H5,,Hemic,21669
LOTW-3616033-495,3,180.0,210.0,H6,,Hemic,21670
LOTW-3616033-495,4,210.0,,B,,ls w/pebbles,21671
LOTW-3616033-762,1,0.0,165.0,H4,RS,Hemic,21672
LOTW-3616033-762,2,165.0,,B,,sil,21673
LOTW-3616035-477,1,0.0,90.0,H4,RS,Hemic,21674
LOTW-3616035-477,2,90.0,180.0,H5,RS,Hemic,21675
LOTW-3616035-477,3,180.0,,B,,ls,21676
LOTW-3616036-478,1,0.0,30.0,H4,RS,Hemic,21677
LOTW-3616036-478,2,30.0,90.0,H5,RS,Hemic,21678
LOTW-3616036-478,3,90.0,,B,,lfs,21679
MARS-3915515-18,1,0.0,30.0,H6,,Hemic,21680
MARS-3915515-18,2,30.0,,B,,l,21681
MARS-3915515-19,1,0.0,30.0,H6,RS,Hemic,21682
MARS-3915515-19,2,30.0,,B,,l,21683
MARS-3915515-20,1,0.0,30.0,H6,RS,Hemic,21684
MARS-3915515-20,2,30.0,,B,,l,21685
MARS-3915516-21,1,0.0,45.0,H6,RS,Hemic,21686
MARS-3915516-21,2,45.0,,B,,s,21687
MARS-3915518-22,1,0.0,15.0,B,,sil w/high organic content,21688
MARS-3915518-22,2,15.0,,,,s,21689
MARS-3915518-23,1,0.0,15.0,B,,sil w/high organic content,21690
MARS-3915518-23,2,15.0,,,,sl,21691
MARS-4015619-62,1,0.0,110.0,H4,Dg1C5,Hemic,21692
MARS-4015619-62,2,110.0,,B,,Min.soil,21693
MARS-4015619-63,1,0.0,60.0,H4-H5,Dg1C5,Hemic,21694
MARS-4015619-63,2,60.0,,B,,Min.soil,21695
MARS-4015619-64,1,0.0,20.0,,,Peat,21696
MARS-4015619-64,2,20.0,,B,,Min.soil,21697
MARS-4015619-65,1,0.0,60.0,H4-H5,Dg1C5,Hemic,21698
MARS-4015619-65,2,60.0,,B,,Min.soil,21699
MARS-4015620-56,1,0.0,34.0,H4,(N)Dg1C5,Hemic,21700
MARS-4015620-56,2,34.0,60.0,H4/H5,(N)Dg2C4,Hemic,21701
MARS-4015620-56,3,60.0,75.0,H5,Dg3C3,Hemic,21702
MARS-4015620-56,4,75.0,,B,,sic,21703
MARS-4015620-57,1,0.0,27.0,H4,Dg1C5,Hemic,21704
MARS-4015620-57,2,27.0,,B,,Peat w/Min.soil,21705
MARS-4015620-58,1,0.0,55.0,H4,Dg1C5,Hemic,21706
MARS-4015620-58,2,55.0,83.0,H4/H5,Dg2C4,Hemic,21707
MARS-4015620-58,3,83.0,90.0,H6,Dg3C3,Hemic,21708
MARS-4015620-58,4,90.0,102.0,H8,,Sapric,21709
MARS-4015620-58,5,102.0,,B,,Min.soil,21710
MARS-4015620-59,1,0.0,45.0,H4,Dg1C5,Hemic,21711
MARS-4015620-59,2,45.0,,B,,Min.soil w/organics,21712
MARS-4015620-60,1,0.0,50.0,H4,Dg1C5,Hemic,21713
MARS-4015620-60,2,50.0,60.0,H7,,Sapric,21714
MARS-4015620-60,3,60.0,,B,,Min.soil,21715
MARS-4015620-61,1,0.0,110.0,H4-H5,DgC,Hemic,21716
MARS-4015620-61,2,110.0,,B,,Min.soil,21717
MARS-4215528-33,1,0.0,30.0,H5,C2Dg4,Hemic,21718
MARS-4215528-33,2,30.0,60.0,H7,C1Dg5,Sapric,21719
MARS-4215528-33,3,60.0,100.0,H8/H9,(C)Dg6,Sapric,21720
MARS-4215528-33,4,100.0,,B,,sic,21721
MARS-4215528-34,1,0.0,15.0,,,Sapric,21722
MARS-4215528-34,2,15.0,,B,,Min.soil w/pebbles,21723
MARS-4215528-35,1,0.0,66.0,,,Sapric,21724
MARS-4215528-35,2,66.0,,B,,sic,21725
MARS-4215528-36,1,0.0,40.0,H7,C1Dg5,Sapric,21726
MARS-4215528-36,2,40.0,,B,,sic,21727
MARS-4215528-37,1,0.0,25.0,,C1Dg5,Sapric,21728
MARS-4215528-37,2,25.0,,B,,c,21729
MARS-4215528-38,1,0.0,16.0,,(C)Dg6,Sapric,21730
MARS-4215528-38,2,16.0,,B,,c,21731
MARS-4415406-11,1,0.0,90.0,H5,RS,Hemic,21732
MARS-4415406-11,2,90.0,100.0,H7,,Sapric,21733
MARS-4415406-11,3,100.0,,B,,l w/ g,21734
MARS-4415406-12,1,0.0,60.0,H3,RS,Fibric,21735
MARS-4415406-12,2,60.0,90.0,H7,,Sapric,21736
MARS-4415406-12,3,90.0,,B,,l w/ g,21737
MARS-4415406-17,1,0.0,90.0,H5,RS,Hemic,21738
MARS-4415406-17,2,90.0,120.0,H8/H9,,Sapric,21739
MARS-4415406-17,3,120.0,,B,,l w/ g,21740
MARS-4415408-13,1,0.0,90.0,H4,RS,Hemic,21741
MARS-4415408-13,2,90.0,150.0,H5,RS,Hemic,21742
MARS-4415408-13,3,150.0,170.0,H8/H9,,Sapric w/ s,21743
MARS-4415408-13,4,170.0,,B,,sic,21744
MARS-4415408-14,1,0.0,90.0,H4,RS,Hemic,21745
MARS-4415408-14,2,90.0,120.0,H8,,Sapric,21746
MARS-4415408-14,3,120.0,,B,,si & g,21747
MARS-4415408-15,1,0.0,75.0,H5,RS,Hemic,21748
MARS-4415408-15,2,75.0,80.0,H8,,Sapric,21749
MARS-4415408-15,3,80.0,,B,,l w/ g,21750
MARS-4415408-16,1,0.0,90.0,H4,RS,Hemic,21751
MARS-4415408-16,2,90.0,150.0,H5,RS,Hemic,21752
MARS-4415408-16,3,150.0,180.0,H9,,Sapric w/ s,21753
MARS-4415408-16,4,180.0,,B,,Min.soil,21754
MARS-4415532-10,1,0.0,60.0,H8/H9,,Sapric,21755
MARS-4415532-10,2,60.0,,B,,scl,21756
MARS-4415701-85,1,0.0,85.0,,,Peat,21757
MARS-4415701-85,2,85.0,,B,,Min.soil,21758
MARS-4415701-86,1,0.0,37.0,,,Peat,21759
MARS-4415701-86,2,37.0,,B,,ls,21760
MARS-4415701-87,1,0.0,30.0,H4,(N)Dg1C5,Hemic,21761
MARS-4415701-87,2,30.0,45.0,H5,Dg2C4,Hemic,21762
MARS-4415701-87,3,45.0,50.0,B,,Min.soil w/ peat,21763
MARS-4415701-87,4,50.0,,,,Min.soil,21764
MARS-4415701-88,1,0.0,65.0,,,Peat,21765
MARS-4415701-88,2,65.0,,B,,Min.soil,21766
MARS-4415701-89,1,0.0,28.0,H4,Dg1C5,Hemic,21767
MARS-4415701-89,2,28.0,41.0,H6,Dg3C3,Hemic,21768
MARS-4415701-89,3,41.0,55.0,H5,B1Dg2C3,Hemic,21769
MARS-4415701-89,4,55.0,70.0,H6,C2Dg4,Hemic,21770
MARS-4415701-89,5,70.0,80.0,,,Sapric w/ Min.soil,21771
MARS-4415701-89,6,80.0,,B,,Min.soil,21772
MARS-4415701-90,1,0.0,70.0,,,Peat,21773
MARS-4415701-90,2,70.0,,B,,Min.soil,21774
MARS-4415702-39,1,0.0,25.0,H4,(MnBPhg)Dg2C4,Hemic,21775
MARS-4415702-39,2,25.0,50.0,H5,(MnB)Dg2C4,Hemic,21776
MARS-4415702-39,3,50.0,55.0,H4,Dg1C2B3,Hemic,21777
MARS-4415702-39,4,55.0,65.0,H5,(B)Dg2C4,Hemic,21778
MARS-4415702-39,5,65.0,88.0,H6,(B)Dg3C3,Hemic,21779
MARS-4415702-39,6,88.0,,B,,sic w/shells,21780
MARS-4415702-40,1,0.0,25.0,H4,(Mn)Dg2B2C2,Hemic,21781
MARS-4415702-40,2,25.0,43.0,H5,(B)Dg2C4,Hemic,21782
MARS-4415702-40,3,43.0,54.0,H5,(Mn)Dg2B2C2,Hemic,21783
MARS-4415702-40,4,54.0,64.0,H4,Dg1C2B3,Hemic,21784
MARS-4415702-40,5,64.0,85.0,H6,(MnB)Dg3C3,Hemic,21785
MARS-4415702-40,6,85.0,100.0,,,Peat w/Min.soil,21786
MARS-4415702-40,7,100.0,,B,,Min.soil w/shells,21787
MARS-4415702-41,1,0.0,52.0,H3/H4,(Mn)Dg1B2C3,Fibric/Hemic,21788
MARS-4415702-41,2,52.0,60.0,H5,(Mn)B1Dg2C3,Hemic,21789
MARS-4415702-41,3,60.0,75.0,H6,(B)Dg3C3,Hemic,21790
MARS-4415702-41,4,75.0,,B,,Min.soil w/pebbles,21791
MARS-4415710-24,1,0.0,40.0,H5,(B)Dg3C3,Hemic,21792
MARS-4415710-24,2,40.0,55.0,H4,Dg2B2C2,Hemic,21793
MARS-4415710-24,3,55.0,70.0,H3,(CN)Dg1B5,Fibric,21794
MARS-4415710-24,4,70.0,90.0,H4,(N)Dg2B2C2,Hemic,21795
MARS-4415710-24,5,90.0,100.0,H6,(B)C1Dg5,Hemic,21796
MARS-4415710-24,6,100.0,130.0,H7,C1Dg5,Sapric,21797
MARS-4415710-24,7,130.0,,B,,Peat w/Min.soil,21798
MARS-4415710-25,1,0.0,20.0,H6,(N)B1C1Dg4,Hemic,21799
MARS-4415710-25,2,20.0,60.0,H5,(NB)Dg2C4,Hemic,21800
MARS-4415710-25,3,60.0,90.0,H4,(N)B1Dg1C4,Hemic,21801
MARS-4415710-25,4,90.0,115.0,H6,(NB)C2Dg4,Hemic,21802
MARS-4415710-25,5,115.0,145.0,H7,C1Dg5,Sapric,21803
MARS-4415710-25,6,145.0,167.0,H9,,Sapric w/Min.soil,21804
MARS-4415710-25,7,167.0,,B,,sic w/pebbles & shell fragments,21805
MARS-4415710-26,1,0.0,60.0,H5,(N)L1S1Dg4,Hemic,21806
MARS-4415710-26,2,60.0,90.0,H2,(C)S6,Fibric,21807
MARS-4415710-26,3,90.0,110.0,H2,(B)C6,Fibric,21808
MARS-4415710-26,4,110.0,145.0,H6,C1Dg6,Hemic,21809
MARS-4415710-26,5,145.0,,B,,Peat w/Min.soil,21810
MARS-4415710-27,1,0.0,45.0,H5,(NC)S2Dg4,Hemic,21811
MARS-4415710-27,2,45.0,55.0,H4,(C)Dg2S4,Hemic,21812
MARS-4415710-27,3,55.0,70.0,H3,Dg1C2S3,Fibric,21813
MARS-4415710-27,4,70.0,85.0,H3,(Dg)C1S5,Fibric,21814
MARS-4415710-27,5,85.0,100.0,H4,(N)Dg2C4,Hemic,21815
MARS-4415710-27,6,100.0,115.0,H3/H4,(B)Dg1C5,Fibric/Hemic,21816
MARS-4415710-27,7,115.0,135.0,H6,(B)C2Dg4,Hemic,21817
MARS-4415710-27,8,135.0,165.0,H7/H8,C1Dg5,Sapic,21818
MARS-4415710-27,9,165.0,,B,,si w/Peat,21819
MARS-4415710-28,1,0.0,40.0,H5,(N)S1C1Dg4,Hemic,21820
MARS-4415710-28,2,40.0,67.0,H3,(NC)Dg1S5,Fibric,21821
MARS-4415710-28,3,67.0,95.0,H4,(NB)Dg2C4,Hemic,21822
MARS-4415710-28,4,95.0,120.0,H5,C3Dg3,Hemic,21823
MARS-4415710-28,5,120.0,133.0,H8,(C)Dg6,Sapric,21824
MARS-4415710-28,6,133.0,140.0,,,Peat w/Min.soil,21825
MARS-4415710-28,7,140.0,,B,,si,21826
MARS-4415710-29,1,0.0,40.0,H4,(NMn)Dg2C4,Hemic,21827
MARS-4415710-29,2,40.0,55.0,H5,(N)C3Dg3,Hemic,21828
MARS-4415710-29,3,55.0,68.0,H4,(MnN)B2C2Dg2,Hemic,21829
MARS-4415710-29,4,68.0,100.0,H4,(NMn)Dg2C4,Hemic,21830
MARS-4415710-29,5,100.0,120.0,H8,C1Dg5,Sapric,21831
MARS-4415710-29,6,120.0,140.0,,,Sapric w/Min.soil,21832
MARS-4415710-29,7,140.0,,B,,Min. soil,21833
MARS-4415710-30,1,0.0,20.0,H5,(NS)C3Dg3,Hemic,21834
MARS-4415710-30,2,20.0,30.0,H3,(C)S6,Fibric,21835
MARS-4415710-30,3,30.0,63.0,H4,(N)Dg2C4,Hemic,21836
MARS-4415710-30,4,63.0,70.0,H3,S6,Fibric,21837
MARS-4415710-30,5,70.0,78.0,H4,Dg1S5,Hemic,21838
MARS-4415710-30,6,78.0,105.0,H4,Dg2C4,Hemic,21839
MARS-4415710-30,7,105.0,130.0,H6,(Mn)C2Dg4,Hemic,21840
MARS-4415710-30,8,130.0,167.0,H7,C1Dg5,Sapric,21841
MARS-4415710-30,9,167.0,,B,,Sapric w/Min.soil,21842
MARS-4415710-31,1,0.0,40.0,H4,(N)Dg2C4,Hemic,21843
MARS-4415710-31,2,40.0,48.0,H5,Dg3C3,Hemic,21844
MARS-4415710-31,3,48.0,63.0,H3,(N)Dg1S5,Fibric,21845
MARS-4415710-31,4,63.0,70.0,H4,S1Dg1C4,Hemic,21846
MARS-4415710-31,5,70.0,86.0,H5,(N)Dg2C4,Hemic,21847
MARS-4415710-31,6,86.0,100.0,H6,B1C2Dg3,Hemic,21848
MARS-4415710-31,7,100.0,140.0,H8,(C)Dg6,Sapric,21849
MARS-4415710-31,8,140.0,,B,,sic,21850
MARS-4415710-32,1,0.0,35.0,H5,C3Dg3,Hemic,21851
MARS-4415710-32,2,35.0,56.0,H4,(N)Dg2S4,Hemic,21852
MARS-4415710-32,3,56.0,84.0,H4,(S)Dg2C4,Hemic,21853
MARS-4415710-32,4,84.0,100.0,H6,C2Dg4,Hemic,21854
MARS-4415710-32,5,100.0,148.0,H8,(C)Dg6,Sapric,21855
MARS-4415710-32,6,145.0,,B,,Peat w/Min.soil,21856
MARS-4415710-76,1,0.0,35.0,H6,C1Dg5,Hemic,21857
MARS-4415710-76,2,35.0,45.0,H7,Dg6,Sapric,21858
MARS-4415710-76,3,45.0,,B,,sic,21859
MARS-4415710-77,1,0.0,12.0,H7,C1Dg5,Sapric,21860
MARS-4415710-77,2,12.0,50.0,H6,B1C1Dg4,Hemic,21861
MARS-4415710-77,3,50.0,65.0,H7,C1Dg5,Sapric,21862
MARS-4415710-77,4,65.0,,B,,sic w/ sand grains,21863
MARS-4415710-78,1,0.0,12.0,H8,Dg6,Sapric,21864
MARS-4415710-78,2,12.0,45.0,H6,(B)C2Dg4,Hemic,21865
MARS-4415710-78,3,45.0,55.0,,,Sapric w/ Min.soil,21866
MARS-4415710-78,4,55.0,,B,,Min.soil,21867
MARS-4415710-79,1,0.0,40.0,H10,Dg6,Sapric,21868
MARS-4415710-79,2,40.0,,B,,Rock,21869
MARS-4415710-80,1,0.0,80.0,H5-H6,DgBC,Hemic,21870
MARS-4415710-80,2,80.0,,B,,Min.soil,21871
MARS-4415710-81,1,0.0,90.0,,,Peat,21872
MARS-4415710-81,2,90.0,,B,,sic,21873
MARS-4415710-82,1,0.0,15.0,,,Disturbed - plowed,21874
MARS-4415710-82,2,15.0,70.0,H4,(Dg)B1C5,Hemic,21875
MARS-4415710-82,3,70.0,80.0,H5,Dg2C4,Hemic,21876
MARS-4415710-82,4,80.0,95.0,,,Sapric w/ Min.soil,21877
MARS-4415710-82,5,95.0,,B,,Min.soil w/ shells,21878
MARS-4415710-83,1,0.0,15.0,,,Disturbed - plowed,21879
